catalog,vendor,product,api_family,api_group,id,status,method,path,summary,migration_phase,migration_use,official_doc_url
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Project versions,project-versions-put-rest-api-3-version-id-mergeto-moveissuesto,reviewed,PUT,/rest/api/3/version/{id}/mergeto/{moveIssuesTo},Merge versions,transform,Project versions reconciliation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-project-versions/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Project versions,project-versions-post-rest-api-3-version-id-move,reviewed,POST,/rest/api/3/version/{id}/move,Move version,transform,Project versions reconciliation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-project-versions/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Project versions,project-versions-get-rest-api-3-version-id-relatedissuecounts,reviewed,GET,/rest/api/3/version/{id}/relatedIssueCounts,Get version's related issues count,extract,Project versions extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-project-versions/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Project versions,project-versions-get-rest-api-3-version-id-relatedwork,reviewed,GET,/rest/api/3/version/{id}/relatedwork,Get related work,extract,Project versions extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-project-versions/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Project versions,project-versions-post-rest-api-3-version-id-relatedwork,reviewed,POST,/rest/api/3/version/{id}/relatedwork,Create related work,load,Project versions creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-project-versions/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Project versions,project-versions-put-rest-api-3-version-id-relatedwork,reviewed,PUT,/rest/api/3/version/{id}/relatedwork,Update related work,load,Project versions creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-project-versions/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Project versions,project-versions-post-rest-api-3-version-id-removeandswap,reviewed,POST,/rest/api/3/version/{id}/removeAndSwap,Delete and replace version,transform,Project versions reconciliation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-project-versions/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Project versions,project-versions-get-rest-api-3-version-id-unresolvedissuecount,reviewed,GET,/rest/api/3/version/{id}/unresolvedIssueCount,Get version's unresolved issues count,extract,Project versions extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-project-versions/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Project versions,project-versions-delete-rest-api-3-version-versionid-relatedwork-relatedworkid,reviewed,DELETE,/rest/api/3/version/{versionId}/relatedwork/{relatedWorkId},Delete related work,reconcile,Project versions reconciliation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-project-versions/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Webhooks,webhooks-delete-rest-api-3-webhook,reviewed,DELETE,/rest/api/3/webhook,Delete webhooks by ID,reconcile,Webhooks reconciliation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-webhooks/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Webhooks,webhooks-get-rest-api-3-webhook,reviewed,GET,/rest/api/3/webhook,Get dynamic webhooks for app,extract,Webhooks extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-webhooks/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Webhooks,webhooks-post-rest-api-3-webhook,reviewed,POST,/rest/api/3/webhook,Register dynamic webhooks,transform,Webhooks reconciliation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-webhooks/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Webhooks,webhooks-get-rest-api-3-webhook-failed,reviewed,GET,/rest/api/3/webhook/failed,Get failed webhooks,extract,Webhooks extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-webhooks/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Webhooks,webhooks-put-rest-api-3-webhook-refresh,reviewed,PUT,/rest/api/3/webhook/refresh,Extend webhook life,transform,Webhooks reconciliation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-webhooks/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Workflows,workflows-post-rest-api-3-workflow-history,reviewed,POST,/rest/api/3/workflow/history,Read workflow version from history,transform,Workflows reconciliation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-workflows/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Workflows,workflows-post-rest-api-3-workflow-history-list,reviewed,POST,/rest/api/3/workflow/history/list,List workflow history entries,transform,Workflows reconciliation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-workflows/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Workflow transition rules,workflow-transition-rules-get-rest-api-3-workflow-rule-config,reviewed,GET,/rest/api/3/workflow/rule/config,Get workflow transition rule configurations,extract,Workflow transition rules extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-workflow-transition-rules/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Workflow transition rules,workflow-transition-rules-put-rest-api-3-workflow-rule-config,reviewed,PUT,/rest/api/3/workflow/rule/config,Update workflow transition rule configurations,load,Workflow transition rules creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-workflow-transition-rules/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Workflow transition rules,workflow-transition-rules-put-rest-api-3-workflow-rule-config-delete,reviewed,PUT,/rest/api/3/workflow/rule/config/delete,Delete workflow transition rule configurations,load,Workflow transition rules creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-workflow-transition-rules/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Workflows,workflows-get-rest-api-3-workflow-search,deprecated,GET,/rest/api/3/workflow/search,Get workflows paginated,extract,Workflows extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-workflows/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Workflow transition properties,workflow-transition-properties-delete-rest-api-3-workflow-transitions-transitionid-properties,deprecated,DELETE,/rest/api/3/workflow/transitions/{transitionId}/properties,Delete workflow transition property,reconcile,Workflow transition properties reconciliation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-workflow-transition-properties/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Workflow transition properties,workflow-transition-properties-get-rest-api-3-workflow-transitions-transitionid-properties,deprecated,GET,/rest/api/3/workflow/transitions/{transitionId}/properties,Get workflow transition properties,extract,Workflow transition properties extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-workflow-transition-properties/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Workflow transition properties,workflow-transition-properties-post-rest-api-3-workflow-transitions-transitionid-properties,deprecated,POST,/rest/api/3/workflow/transitions/{transitionId}/properties,Create workflow transition property,load,Workflow transition properties creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-workflow-transition-properties/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Workflow transition properties,workflow-transition-properties-put-rest-api-3-workflow-transitions-transitionid-properties,deprecated,PUT,/rest/api/3/workflow/transitions/{transitionId}/properties,Update workflow transition property,load,Workflow transition properties creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-workflow-transition-properties/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Workflows,workflows-delete-rest-api-3-workflow-entityid,reviewed,DELETE,/rest/api/3/workflow/{entityId},Delete inactive workflow,reconcile,Workflows reconciliation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-workflows/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Workflows,workflows-get-rest-api-3-workflow-workflowid-project-projectid-issuetypeusages,reviewed,GET,/rest/api/3/workflow/{workflowId}/project/{projectId}/issueTypeUsages,Get issue types in a project that are using a given workflow,extract,Workflows extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-workflows/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Workflows,workflows-get-rest-api-3-workflow-workflowid-projectusages,reviewed,GET,/rest/api/3/workflow/{workflowId}/projectUsages,Get projects using a given workflow,extract,Workflows extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-workflows/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Workflows,workflows-get-rest-api-3-workflow-workflowid-workflowschemes,reviewed,GET,/rest/api/3/workflow/{workflowId}/workflowSchemes,Get workflow schemes which are using a given workflow,extract,Workflows extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-workflows/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Workflows,workflows-post-rest-api-3-workflows,reviewed,POST,/rest/api/3/workflows,Bulk get workflows,transform,Workflows reconciliation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-workflows/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Workflows,workflows-get-rest-api-3-workflows-capabilities,reviewed,GET,/rest/api/3/workflows/capabilities,Get available workflow capabilities,extract,Workflows extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-workflows/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Workflows,workflows-post-rest-api-3-workflows-create,reviewed,POST,/rest/api/3/workflows/create,Bulk create workflows,load,Workflows creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-workflows/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Workflows,workflows-post-rest-api-3-workflows-create-validation,reviewed,POST,/rest/api/3/workflows/create/validation,Validate create workflows,load,Workflows creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-workflows/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Workflows,workflows-get-rest-api-3-workflows-defaulteditor,reviewed,GET,/rest/api/3/workflows/defaultEditor,Get the user's default workflow editor,extract,Workflows extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-workflows/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Workflows,workflows-post-rest-api-3-workflows-preview,reviewed,POST,/rest/api/3/workflows/preview,Preview workflow,transform,Workflows reconciliation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-workflows/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Workflows,workflows-get-rest-api-3-workflows-search,reviewed,GET,/rest/api/3/workflows/search,Search workflows,extract,Workflows extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-workflows/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Workflows,workflows-post-rest-api-3-workflows-update,reviewed,POST,/rest/api/3/workflows/update,Bulk update workflows,load,Workflows creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-workflows/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Workflows,workflows-post-rest-api-3-workflows-update-validation,reviewed,POST,/rest/api/3/workflows/update/validation,Validate update workflows,load,Workflows creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-workflows/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Workflow schemes,workflow-schemes-get-rest-api-3-workflowscheme,reviewed,GET,/rest/api/3/workflowscheme,Get all workflow schemes,extract,Workflow schemes extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-workflow-schemes/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Workflow schemes,workflow-schemes-post-rest-api-3-workflowscheme,reviewed,POST,/rest/api/3/workflowscheme,Create workflow scheme,load,Workflow schemes creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-workflow-schemes/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Workflow scheme project associations,workflow-scheme-project-associations-get-rest-api-3-workflowscheme-project,reviewed,GET,/rest/api/3/workflowscheme/project,Get workflow scheme project associations,extract,Workflow scheme project associations extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-workflow-scheme-project-associations/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Workflow scheme project associations,workflow-scheme-project-associations-put-rest-api-3-workflowscheme-project,reviewed,PUT,/rest/api/3/workflowscheme/project,Assign workflow scheme to project,load,Workflow scheme project associations creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-workflow-scheme-project-associations/
